"tax.Phylum"	"tax.Class"	"tax.Order"	"tax.Family"	"tax.Genus"	"otu.T1.dry"	"otu.T1.wet"	"otu.T1.dry.1"	"otu.T1.wet.1"	"otu.T1.dry.2"	"otu.T1.wet.2"	"otu.T7.dry"	"otu.T7.wet"	"otu.T7.dry.1"	"otu.T7.wet.1"	"otu.T7.dry.2"	"otu.T7.wet.2"	"otu.DF.dry"	"otu.DF.wet"	"otu.DF.dry.1"	"otu.DF.wet.1"	"otu.DF.dry.2"	"otu.CF.dry"	"otu.CF.wet"	"otu.CF.dry.1"	"otu.CF.wet.1"	"otu.CF.dry.2"	"otu.CF.wet.2"
"Otu1178"	"Bacteroidetes"	"Sphingobacteria"	"Sphingobacteriales"	"Chitinophagaceae"	"unclassified"	1	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Otu1179"	"unclassified"	"unclassified"	"unclassified"	"unclassified"	"unclassified"	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Otu1180"	"unclassified"	"unclassified"	"unclassified"	"unclassified"	"unclassified"	0	0	0	0	0	0	1	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0
"Otu1181"	"Planctomycetes"	"Phycisphaerae"	"WD2101"	"unclassified"	"unclassified"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0
"Otu1182"	"Acidobacteria"	"Acidobacteria"	"Acidobacteriales"	"Acidobacteriaceae"	"Edaphobacter"	1	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Otu1183"	"Actinobacteria"	"Actinobacteria"	"Rubrobacteridae"	"AKIW543"	"unclassified"	1	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Otu1184"	"Actinobacteria"	"Actinobacteria"	"Rubrobacteridae"	"Solirubrobacterales"	"Conexibacteraceae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2
"Otu1185"	"Acidobacteria"	"Acidobacteria"	"Acidobacteriales"	"Acidobacteriaceae"	"uncultured"	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0
"Otu1186"	"Acidobacteria"	"Holophagae"	"iii1-8"	"unclassified"	"unclassified"	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Otu1187"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"unclassified"	"unclassified"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
"Otu1188"	"Actinobacteria"	"Actinobacteria"	"unclassified"	"unclassified"	"unclassified"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0
"Otu1189"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"unclassified"	"unclassified"	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"Otu1190"	"Gemmatimonadetes"	"Gemmatimonadetes"	"Gemmatimonadales"	"Gemmatimonadaceae"	"unclassified"	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"Otu1191"	"Actinobacteria"	"Actinobacteria"	"Actinobacteridae"	"Actinomycetales"	"unclassified"	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Otu1192"	"Bacteroidetes"	"Sphingobacteria"	"Sphingobacteriales"	"Chitinophagaceae"	"unclassified"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
"Otu1193"	"Actinobacteria"	"Actinobacteria"	"Rubrobacteridae"	"Solirubrobacterales"	"Solirubrobacteriaceae"	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
"Otu1194"	"Cyanobacteria"	"WD272"	"unclassified"	"unclassified"	"unclassified"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
"Otu1195"	"Actinobacteria"	"Actinobacteria"	"Actinobacteridae"	"Actinomycetales"	"unclassified"	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"Otu1196"	"Acidobacteria"	"Acidobacteria"	"Acidobacteriales"	"Acidobacteriaceae"	"unclassified"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0
"Otu1197"	"Proteobacteria"	"Alphaproteobacteria"	"unclassified"	"unclassified"	"unclassified"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1
"Otu1198"	"Acidobacteria"	"Acidobacteria"	"Acidobacteriales"	"Acidobacteriaceae"	"Candidatus_Solibacter"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1
"Otu1199"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Erythrobacteraceae"	"unclassified"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
"Otu1200"	"Acidobacteria"	"Acidobacteria"	"Acidobacteriales"	"Acidobacteriaceae"	"uncultured"	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
"Otu1201"	"Proteobacteria"	"Alphaproteobacteria"	"unclassified"	"unclassified"	"unclassified"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
"Otu1202"	"unclassified"	"unclassified"	"unclassified"	"unclassified"	"unclassified"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0
"Otu1203"	"Proteobacteria"	"Alphaproteobacteria"	"unclassified"	"unclassified"	"unclassified"	3	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"Otu1204"	"Actinobacteria"	"Actinobacteria"	"Actinobacteridae"	"Actinomycetales"	"unclassified"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	2	0
"Otu1205"	"Cyanobacteria"	"WD272"	"unclassified"	"unclassified"	"unclassified"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
"Otu1206"	"Bacteroidetes"	"Sphingobacteria"	"Sphingobacteriales"	"Sphingobacteriaceae"	"Sphingobacteriaceae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1
"Otu1207"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Bradyrhizobiaceae"	"unclassified"	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"Otu1208"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacteriales"	"Enterobacteriaceae"	"Enteric_Bacteria_cluster"	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	1	0	0	0
"Otu1209"	"Actinobacteria"	"Actinobacteria"	"Actinobacteridae"	"Actinomycetales"	"Micromonosporineae"	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"Otu1210"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"unclassified"	"unclassified"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0
"Otu1211"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"unclassified"	"unclassified"	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Otu1212"	"Proteobacteria"	"unclassified"	"unclassified"	"unclassified"	"unclassified"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0
"Otu1213"	"unclassified"	"unclassified"	"unclassified"	"unclassified"	"unclassified"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
"Otu1214"	"Proteobacteria"	"Betaproteobacteria"	"unclassified"	"unclassified"	"unclassified"	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0
"Otu1215"	"Bacteroidetes"	"Sphingobacteria"	"Sphingobacteriales"	"unclassified"	"unclassified"	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0
"Otu1216"	"Bacteroidetes"	"Sphingobacteria"	"Sphingobacteriales"	"Chitinophagaceae"	"unclassified"	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0
"Otu1217"	"Actinobacteria"	"Actinobacteria"	"Actinobacteridae"	"Actinomycetales"	"Corynebacterineae"	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Otu1218"	"Actinobacteria"	"Actinobacteria"	"Actinobacteridae"	"Actinomycetales"	"Catenulisporineae"	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"Otu1219"	"unclassified"	"unclassified"	"unclassified"	"unclassified"	"unclassified"	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1
"Otu1220"	"Cyanobacteria"	"SubsectionIII"	"Microcoleus"	"unclassified"	"unclassified"	1	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Otu1221"	"Gemmatimonadetes"	"Gemmatimonadetes"	"Gemmatimonadales"	"Gemmatimonadaceae"	"Gemmatimonas"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"Otu1222"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"unclassified"	"unclassified"	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	2	0	0	0
"Otu1223"	"unclassified"	"unclassified"	"unclassified"	"unclassified"	"unclassified"	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0
"Otu1224"	"Bacteroidetes"	"Sphingobacteria"	"Sphingobacteriales"	"unclassified"	"unclassified"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
"Otu1225"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Bradyrhizobiaceae"	"unclassified"	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0
"Otu1226"	"unclassified"	"unclassified"	"unclassified"	"unclassified"	"unclassified"	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
"Otu1227"	"unclassified"	"unclassified"	"unclassified"	"unclassified"	"unclassified"	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Otu1228"	"Actinobacteria"	"Actinobacteria"	"Actinobacteridae"	"Actinomycetales"	"unclassified"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0
"Otu1229"	"Proteobacteria"	"Alphaproteobacteria"	"unclassified"	"unclassified"	"unclassified"	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2
"Otu1230"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Xanthomonadaceae"	"unclassified"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	1	0	0
"Otu1231"	"Bacteroidetes"	"Sphingobacteria"	"Sphingobacteriales"	"Chitinophagaceae"	"unclassified"	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
"Otu1232"	"Bacteroidetes"	"Sphingobacteria"	"Sphingobacteriales"	"Chitinophagaceae"	"Sediminibacterium"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0
"Otu1233"	"WCHB1-60"	"unclassified"	"unclassified"	"unclassified"	"unclassified"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
"Otu1234"	"Acidobacteria"	"Acidobacteria"	"Acidobacteriales"	"Acidobacteriaceae"	"Candidatus_Chloroacidobacterium"	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Otu1235"	"Planctomycetes"	"Phycisphaerae"	"WD2101"	"unclassified"	"unclassified"	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Otu1236"	"Acidobacteria"	"Acidobacteria"	"Acidobacteriales"	"Acidobacteriaceae"	"unclassified"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0
"Otu1237"	"Bacteroidetes"	"Sphingobacteria"	"Sphingobacteriales"	"Chitinophagaceae"	"unclassified"	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0
"Otu1238"	"Acidobacteria"	"Acidobacteria"	"Acidobacteriales"	"Acidobacteriaceae"	"Candidatus_Solibacter"	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Otu1239"	"Proteobacteria"	"Deltaproteobacteria"	"Myxococcales"	"unclassified"	"unclassified"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1
"Otu1240"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Xanthobacteraceae"	"uncultured"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0
"Otu1241"	"unclassified"	"unclassified"	"unclassified"	"unclassified"	"unclassified"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0
"Otu1242"	"Proteobacteria"	"Betaproteobacteria"	"unclassified"	"unclassified"	"unclassified"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1
"Otu1243"	"unclassified"	"unclassified"	"unclassified"	"unclassified"	"unclassified"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0
"Otu1244"	"Bacteroidetes"	"Sphingobacteria"	"Sphingobacteriales"	"Chitinophagaceae"	"unclassified"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0
"Otu1245"	"Proteobacteria"	"Alphaproteobacteria"	"Caulobacterales"	"Caulobacteraceae"	"Brevundimonas"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
"Otu1246"	"unclassified"	"unclassified"	"unclassified"	"unclassified"	"unclassified"	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
"Otu1247"	"Bacteroidetes"	"Flavobacteria"	"Flavobacteriales"	"Flavobacteriaceae"	"Flavobacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0
"Otu1248"	"Acidobacteria"	"Acidobacteria"	"Acidobacteriales"	"Acidobacteriaceae"	"uncultured"	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"Otu1249"	"Bacteroidetes"	"Sphingobacteria"	"Sphingobacteriales"	"Chitinophagaceae"	"unclassified"	0	0	1	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
"Otu1250"	"Bacteroidetes"	"Sphingobacteria"	"Sphingobacteriales"	"unclassified"	"unclassified"	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	1	0	0	0	0	0
"Otu1251"	"Proteobacteria"	"unclassified"	"unclassified"	"unclassified"	"unclassified"	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
"Otu1252"	"unclassified"	"unclassified"	"unclassified"	"unclassified"	"unclassified"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0
"Otu1253"	"Actinobacteria"	"Actinobacteria"	"Actinobacteridae"	"Actinomycetales"	"unclassified"	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Otu1254"	"Actinobacteria"	"Actinobacteria"	"Actinobacteridae"	"Actinomycetales"	"unclassified"	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0
"Otu1255"	"unclassified"	"unclassified"	"unclassified"	"unclassified"	"unclassified"	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0
"Otu1256"	"Chloroflexi"	"Anaerolineae"	"Anaerolineales"	"Anaerolineaceae"	"uncultured"	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"Otu1257"	"Actinobacteria"	"Actinobacteria"	"Actinobacteridae"	"Actinomycetales"	"unclassified"	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
"Otu1258"	"Candidate_division_TM7"	"unclassified"	"unclassified"	"unclassified"	"unclassified"	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0
"Otu1259"	"Bacteroidetes"	"Sphingobacteria"	"Sphingobacteriales"	"Chitinophagaceae"	"unclassified"	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0
"Otu1260"	"Actinobacteria"	"Actinobacteria"	"Actinobacteridae"	"Actinomycetales"	"Micromonosporineae"	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Otu1261"	"Planctomycetes"	"Phycisphaerae"	"WD2101"	"unclassified"	"unclassified"	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
"Otu1262"	"unclassified"	"unclassified"	"unclassified"	"unclassified"	"unclassified"	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
"Otu1263"	"Actinobacteria"	"Actinobacteria"	"Rubrobacteridae"	"Solirubrobacterales"	"Solirubrobacteriaceae"	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"Otu1264"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingomonas"	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Otu1265"	"Proteobacteria"	"Alphaproteobacteria"	"unclassified"	"unclassified"	"unclassified"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
"Otu1266"	"unclassified"	"unclassified"	"unclassified"	"unclassified"	"unclassified"	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0
"Otu1267"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingomonas"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
"Otu1268"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"unclassified"	"unclassified"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
"Otu1269"	"Bacteroidetes"	"Sphingobacteria"	"Sphingobacteriales"	"Sphingobacteriaceae"	"Sphingobacteriaceae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2
"Otu1270"	"Acidobacteria"	"Acidobacteria"	"Acidobacteriales"	"Acidobacteriaceae"	"uncultured"	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
"Otu1271"	"Acidobacteria"	"Acidobacteria"	"Acidobacteriales"	"Acidobacteriaceae"	"uncultured"	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"Otu1272"	"unclassified"	"unclassified"	"unclassified"	"unclassified"	"unclassified"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"Otu1273"	"Chloroflexi"	"Anaerolineae"	"Anaerolineales"	"Anaerolineaceae"	"uncultured"	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
"Otu1274"	"Bacteroidetes"	"Sphingobacteria"	"Sphingobacteriales"	"unclassified"	"unclassified"	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Otu1275"	"unclassified"	"unclassified"	"unclassified"	"unclassified"	"unclassified"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3
"Otu1276"	"unclassified"	"unclassified"	"unclassified"	"unclassified"	"unclassified"	0	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Otu1277"	"Bacteroidetes"	"Sphingobacteria"	"Sphingobacteriales"	"Chitinophagaceae"	"unclassified"	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Otu1278"	"Gemmatimonadetes"	"Gemmatimonadetes"	"Gemmatimonadales"	"Gemmatimonadaceae"	"uncultured"	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Otu1279"	"unclassified"	"unclassified"	"unclassified"	"unclassified"	"unclassified"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0
"Otu1280"	"Actinobacteria"	"Actinobacteria"	"unclassified"	"unclassified"	"unclassified"	0	0	0	0	0	0	0	0	0	0	3	1	0	1	0	0	0	0	0	0	0	0	0
"Otu1281"	"Bacteroidetes"	"Sphingobacteria"	"Sphingobacteriales"	"Sphingobacteriaceae"	"Sphingobacteriaceae"	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2
"Otu1282"	"unclassified"	"unclassified"	"unclassified"	"unclassified"	"unclassified"	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"Otu1283"	"Actinobacteria"	"Actinobacteria"	"Actinobacteridae"	"Actinomycetales"	"Propionibacterineae"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0
"Otu1284"	"Bacteroidetes"	"Sphingobacteria"	"Sphingobacteriales"	"unclassified"	"unclassified"	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"Otu1285"	"unclassified"	"unclassified"	"unclassified"	"unclassified"	"unclassified"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
"Otu1286"	"Gemmatimonadetes"	"Gemmatimonadetes"	"Gemmatimonadales"	"Gemmatimonadaceae"	"unclassified"	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Otu1287"	"Acidobacteria"	"Acidobacteria"	"Acidobacteriales"	"Acidobacteriaceae"	"unclassified"	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
"Otu1288"	"Actinobacteria"	"Actinobacteria"	"Rubrobacteridae"	"AKIW543"	"unclassified"	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0
"Otu1289"	"Actinobacteria"	"Actinobacteria"	"Acidimicrobidae"	"Acidimicrobiales"	"Acidimicrobineae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	1	0
"Otu1290"	"Actinobacteria"	"Actinobacteria"	"unclassified"	"unclassified"	"unclassified"	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0
"Otu1291"	"Bacteroidetes"	"Sphingobacteria"	"Sphingobacteriales"	"Chitinophagaceae"	"unclassified"	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0
"Otu1292"	"Actinobacteria"	"Actinobacteria"	"Rubrobacteridae"	"AKIW543"	"unclassified"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
"Otu1293"	"Bacteroidetes"	"Sphingobacteria"	"Sphingobacteriales"	"Chitinophagaceae"	"unclassified"	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0
"Otu1294"	"Acidobacteria"	"Acidobacteria"	"Acidobacteriales"	"Acidobacteriaceae"	"Candidatus_Solibacter"	0	0	0	0	0	0	1	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0
"Otu1295"	"Candidate_division_TM7"	"unclassified"	"unclassified"	"unclassified"	"unclassified"	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Otu1296"	"Actinobacteria"	"Actinobacteria"	"Acidimicrobidae"	"Acidimicrobiales"	"Acidimicrobineae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
"Otu1297"	"Acidobacteria"	"Acidobacteria"	"Acidobacteriales"	"Acidobacteriaceae"	"uncultured"	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"Otu1298"	"Bacteroidetes"	"Sphingobacteria"	"Sphingobacteriales"	"Cytophagaceae"	"Hymenobacter"	2	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"Otu1299"	"Actinobacteria"	"Actinobacteria"	"Actinobacteridae"	"Actinomycetales"	"Streptomycineae"	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Otu1300"	"Proteobacteria"	"unclassified"	"unclassified"	"unclassified"	"unclassified"	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Otu1301"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"unclassified"	"unclassified"	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"Otu1302"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Xanthobacteraceae"	"uncultured"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0
"Otu1303"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Xanthomonadaceae"	"Rhodanobacter"	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"Otu1304"	"Acidobacteria"	"Acidobacteria"	"Acidobacteriales"	"Acidobacteriaceae"	"uncultured"	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"Otu1305"	"Actinobacteria"	"Actinobacteria"	"Actinobacteridae"	"Actinomycetales"	"unclassified"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0
"Otu1306"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"unclassified"	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"Otu1307"	"Bacteroidetes"	"Sphingobacteria"	"Sphingobacteriales"	"Chitinophagaceae"	"unclassified"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0
"Otu1308"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Methylocystaceae"	"uncultured"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0
"Otu1309"	"unclassified"	"unclassified"	"unclassified"	"unclassified"	"unclassified"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
"Otu1310"	"Actinobacteria"	"Actinobacteria"	"Acidimicrobidae"	"Acidimicrobiales"	"Acidimicrobineae"	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
"Otu1311"	"Actinobacteria"	"Actinobacteria"	"Actinobacteridae"	"Actinomycetales"	"unclassified"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
